title,studio,lifetime_gross,mediaType,imdb_ratingCount,imdb_bestRating,imdb_worstRating,imdb_averageRating,contentRating,smallLensRatingCount,smallLensRatingAvg,title_lowercase,genres,releaseYear,releaseMonth,primaryTitle,numVotes,directors,category,primaryName,runtimeMinutes
A Passage to India,Col.,27187653,movie,20038,10,1,7.3,pg,2,4.0,passage to india  a (1984),adventure|drama,1985,2,A Passage to India,20011,nm0000180,actress,Judy Davis,164
The Swan Princess,NL,9771658,movie,26599,10,1,6.4,g,3,3.33,swan princess  the (1994),animation|children,1994,11,The Swan Princess,26532,nm0723704,actor,Jack Palance,93
Feeling Minnesota,NL,3124440,movie,11434,10,1,5.4,r,5,2.7,feeling minnesota (1996),drama|romance,1996,9,Feeling Minnesota,11428,nm0047076,actor,Keanu Reeves,99
The Wedding Ringer,SGem,64460211,"","","","","","",5,3.8,the wedding ringer (2015),comedy,"","",The Wedding Ringer,79122,nm1275670,actor,Kevin Hart,101
The Italian Job,Par.,106128601,"","","","","","",10,3.85,italian job  the (1969),action|comedy|crime,"","",The Italian Job,49217,nm0172772,actor,Michael Caine,99
The Vanishing,Fox,14543394,movie,27525,10,1,6.3,r,4,2.38,vanishing  the (1993),mystery|thriller,1993,2,The Vanishing,27499,nm0806293,actor,Jeff Bridges,109
Idle Hands,Sony,4152230,"","","","","","",15,2.57,idle hands (1999),comedy|horror,"","",Idle Hands,46061,nm0281869,actor,Devon Sawa,92
Bride of Chucky,Uni.,32383850,"","","","","","",6,2.17,bride of chucky (child's play 4) (1998),comedy|horror|thriller,"","",Bride of Chucky,63002,nm0950553,actress,Jennifer Tilly,89
Caddyshack II,WB,11798302,movie,16323,10,1,3.8,pg,3,1.5,caddyshack ii (1988),comedy,1988,7,Caddyshack II,16310,nm0035106,actor,Jackie Mason,98
Just Married,Fox,56127162,movie,73525,10,1,5.5,pg-13,8,2.75,just married (2003),comedy|romance,2003,1,Just Married,73474,nm0506613,actor,Ashton Kutcher,95
Paterson,BST,2152738,movie,87029,10,1,7.3,r,1,4.5,paterson,(no genres listed),2016,12,Paterson,86904,nm0000464,actor,Adam Driver,118
The Motorcycle Diaries,Focus,16781387,movie,103956,10,1,7.7,r,27,3.8,motorcycle diaries  the (diarios de motocicleta) (2004),adventure|drama,2004,10,The Motorcycle Diaries,103891,nm0758574,actor,Gael García Bernal,126
Whip It,FoxS,13043363,movie,69645,10,1,6.9,pg-13,5,3.1,whip it (2009),comedy|drama,2009,10,Whip It,69609,nm0000106,actor,Elliot Page,111
Funny Girl,Col.,52223306,movie,24403,10,1,7.3,g,4,3.75,funny girl (1968),drama|musical|romance,1968,9,Funny Girl,24358,nm0943758,actress,Barbra Streisand,151
Silkwood,Fox,35615609,"","","","","","",3,4.17,silkwood (1983),drama,"","",Silkwood,21692,nm0001566,actress,Meryl Streep,131
Amistad,DW,44229441,movie,81474,10,1,7.3,r,19,3.5,amistad (1997),drama|mystery,1997,12,Amistad,81391,nm0000229,actor,Djimon Hounsou,155
The Santa Clause 3: The Escape Clause,BV,84500122,movie,41042,10,1,4.8,g,2,2.75,santa clause 3: the escape clause  the (2006),comedy|fantasy,2006,11,The Santa Clause 3: The Escape Clause,40946,nm0501185,actor,Tim Allen,97
Trainwreck,Uni.,110212700,movie,141021,10,1,6.2,r,10,3.2,trainwreck (2015),comedy|romance,2015,7,Trainwreck,140891,nm0031976,actress,Amy Schumer,125
Down in the Valley,Think,568932,movie,18833,10,1,6.4,r,2,3.25,down in the valley (2005),drama|romance,2005,12,Down in the Valley,18826,nm0414817,actor,Edward Norton,108
Saving Silverman,Sony,19402030,movie,41972,10,1,5.8,pg-13,11,2.77,saving silverman (evil woman) (2001),comedy|romance,2001,2,Saving Silverman,41918,nm0240797,actor,Jason Biggs,90
Brigham City,Excel,852206,movie,1579,10,1,6.8,pg-13,1,4.0,brigham city (2001),crime|drama|mystery,2001,3,Brigham City,1579,nm0244756,actor,Richard Dutcher,119
A Walk Among the Tombstones,Uni.,26307600,movie,125900,10,1,6.5,r,1,3.0,walk among the tombstones  a (2014),action|crime|mystery|thriller,2014,9,A Walk Among the Tombstones,125772,nm0291082,actor,Liam Neeson,114
Night at the Museum,Fox,250863268,movie,368823,10,1,6.5,pg,23,3.24,night at the museum (2006),action|comedy|fantasy|imax,2006,12,Night at the Museum,368186,nm0506613,actor,Ben Stiller,108
Breaking the Waves,Oct.,3803298,"","","","","","",7,4.07,breaking the waves (1996),drama|mystery,"","",Breaking the Waves,70340,nm0001885,actress,Emily Watson,159
The Good Shepherd,Uni.,59952835,movie,106771,10,1,6.7,r,7,3.14,good shepherd  the (2006),drama|thriller,2006,12,The Good Shepherd,106715,nm0000134,actor,Matt Damon,167
A Tale of Two Sisters,Tar.,72541,movie,66825,10,1,7.1,r,4,3.25,tale of two sisters  a (janghwa  hongryeon) (2003),drama|horror|mystery|thriller,2003,6,A Tale of Two Sisters,66633,nm0453518,actress,Lim Soo-jung,114
Miss Sloane,EC,3500605,movie,80590,10,1,7.5,r,2,4.5,miss sloane (2016),thriller,2016,12,Miss Sloane,80391,nm0006960,actress,Jessica Chastain,132
Tango & Cash,WB,63408614,movie,111398,10,1,6.4,r,3,1.67,tango & cash (1989),action|comedy|crime|thriller,1989,12,Tango & Cash,111217,"nm0464846,nm0536299",actor,Sylvester Stallone,104
The Wings of the Dove,Mira.,13692848,movie,12901,10,1,7.1,r,6,4.42,wings of the dove  the (1997),drama|romance,1998,3,The Wings of the Dove,12895,nm0812200,actress,Helena Bonham Carter,102
Beautiful Thing,Sony,1548120,movie,25424,10,1,7.6,r,4,4.5,beautiful thing (1996),drama|romance,1996,10,Beautiful Thing,25397,nm0531751,actor,Glen Berry,90
Spring Forward,IFC,117471,"","","","","","",1,2.0,spring forward (1999),drama,"","",Spring Forward,1493,nm0319680,actor,Campbell Scott,110
Waitress,FoxS,19074800,movie,48245,10,1,7.0,pg-13,6,3.83,waitress (2007),comedy|drama|romance,2007,5,Waitress,48203,nm0791248,actress,Keri Russell,108
The Woman in Red,Orion,25308147,movie,16750,10,1,5.9,pg-13,4,2.38,woman in red  the (1984),comedy|romance,1984,8,The Woman in Red,16719,nm0000698,actor,Gene Wilder,87
Roll Bounce,FoxS,17380866,movie,7700,10,1,6.2,pg-13,1,2.0,roll bounce (2005),comedy|drama|romance,2005,9,Roll Bounce,7690,nm0002700,actor,Shad Moss,112
Short Cuts,FL,6110979,movie,46790,10,1,7.7,r,15,3.27,short cuts (1993),drama,1993,10,Short Cuts,46745,nm0000265,actress,Andie MacDowell,188
Beowulf,Par.,82280579,movie,172414,10,1,6.3,pg-13,8,2.56,beowulf (2007),action|adventure|animation|fantasy|imax,2007,11,Beowulf,172244,nm0000709,actor,Ray Winstone,115
42,WB,95020213,movie,100735,10,1,7.5,pg-13,1,4.0,42 (2013),drama,2013,4,42,100612,nm0001338,actor,Chadwick Boseman,128
Were the World Mine,SpkP,123789,movie,5845,10,1,6.8,not rated,1,3.5,were the world mine (2008),adventure|fantasy|musical|romance,2009,5,Were the World Mine,5840,nm1076716,actor,Tanner Cohen,95
Kika,Oct.,2019581,movie,14778,10,1,6.5,unrated,3,2.0,kika (1993),comedy|drama,1994,5,Kika,14754,nm0000264,actor,Peter Coyote,114
Small Time Crooks,DW,17266359,movie,40117,10,1,6.6,pg,12,3.54,small time crooks (2000),comedy|crime,2000,5,Small Time Crooks,40078,nm0000095,actor,Woody Allen,94
Godzilla,Sony,136314294,"","","","","","",13,2.62,godzilla (2014),action|adventure|sci-fi|imax,"","",Godzilla,429313,nm2284484,actor,Aaron Taylor-Johnson,123
Jobs,ORF,16131410,"","","","","","",3,2.5,jobs (2013),drama,"","",Jobs,101642,nm0827750,actor,Ashton Kutcher,128
Searching for Bobby Fischer,Par.,7266383,movie,41741,10,1,7.4,pg,40,3.88,searching for bobby fischer (1993),drama,1993,8,Searching for Bobby Fischer,41699,nm0001873,actor,Joe Mantegna,109
You Can Count on Me,ParC,9183362,movie,31015,10,1,7.5,r,9,4.17,you can count on me (2000),drama|romance,2000,12,You Can Count on Me,30993,nm0518836,actress,Laura Linney,111
The Illusionist,YFG,39868642,"","","","","","",43,3.78,illusionist  the (2006),drama|fantasy|mystery|romance,"","",The Illusionist,385022,nm1139726,actor,Edward Norton,110
Blood Simple,Circ,3851855,movie,102399,10,1,7.6,r,19,4.0,blood simple (1984),crime|drama|film-noir,1985,1,Blood Simple,102274,"nm0001054,nm0001053",actor,John Getz,99
Death of a President,NM,519086,movie,7019,10,1,6.3,r,2,3.25,death of a president (2006),crime|drama|mystery|thriller,2006,12,Death of a President,7020,nm1235949,actress,Hend Ayoub,97
The Gunman,ORF,10664749,movie,42959,10,1,5.8,r,1,4.0,gunman  the (2015),action|thriller,2015,3,The Gunman,42928,nm0603628,actor,Sean Penn,115
Snowden,ORF,21587519,movie,159994,10,1,7.3,r,6,3.83,snowden (2016),drama|thriller,2016,9,Snowden,159762,nm0000231,actor,Joseph Gordon-Levitt,134
Cocoon: The Return,Fox,18924919,movie,17113,10,1,5.4,pg,9,2.33,cocoon: the return (1988),comedy|sci-fi,1988,11,Cocoon: The Return,17097,nm0677951,actor,Don Ameche,116
The Collector,Free,7712114,movie,70625,10,1,6.3,r,1,3.5,collector  the (2009),crime|horror|thriller,2009,7,The Collector,70472,nm1729303,actor,Josh Stewart,90
The Fox and the Hound,BV,63456988,movie,99572,10,1,7.2,g,20,3.58,fox and the hound  the (1981),animation|children|drama,1981,7,The Fox and the Hound,99361,"nm0075859,nm0723704,nm0828245,nm0359457,nm0718627",actor,Mickey Rooney,83
Autumn in New York,MGM,37761915,"","","","","","",11,2.41,autumn in new york (2000),drama|romance,"","",Autumn in New York,27815,nm0001040,actor,Richard Gere,103
Paradise,Emb,5588800,movie,2850,10,1,4.9,r,1,3.5,paradise (1982),adventure|romance,1982,5,Paradise,2848,nm0318795,actor,Willie Aames,100
Dancer in the Dark,FL,4184036,movie,114877,10,1,7.9,r,20,3.98,dancer in the dark (2000),drama|musical,2000,10,Dancer in the Dark,114715,nm0001885,actress,Björk,140
The Wicker Man,WB,23649127,movie,89257,10,1,7.5,r,6,3.92,wicker man  the (1973),drama|horror|mystery|thriller,1974,8,The Wicker Man,88932,nm0362736,actor,Edward Woodward,88
Baadasssss!,SPC,365727,movie,5118,10,1,7.3,r,4,3.38,baadasssss! (how to get the man's foot outta your ass) (2003),drama,2005,3,Baadasssss!,5114,nm0005522,actor,Mario Van Peebles,109
Lawrence of Arabia,Col.,44824144,movie,307562,10,1,8.3,approved,45,4.3,lawrence of arabia (1962),adventure|drama|war,1962,12,Lawrence of Arabia,307145,nm0000180,actor,Peter O'Toole,218
The Ladies Man,Par.,13616610,movie,13659,10,1,5.2,r,6,1.58,ladies man  the (2000),comedy,2000,10,The Ladies Man,13653,nm0399737,actor,Tim Meadows,84
Glory Road,BV,42647449,"","","","","","",2,3.75,glory road (2006),drama,"","",Glory Road,48093,nm1595280,actor,Josh Lucas,118
For a Few Dollars More,UA,15000000,movie,268766,10,1,8.2,r,33,4.15,for a few dollars more (per qualche dollaro in più) (1965),action|drama|thriller|western,1967,5,For a Few Dollars More,268396,nm0001466,actor,Clint Eastwood,132
The Blue Lagoon,Col.,58853106,movie,75002,10,1,5.8,r,14,2.46,blue lagoon  the (1980),adventure|drama|romance,1980,7,The Blue Lagoon,74920,nm0459170,actress,Brooke Shields,104
Gotcha!,Uni.,10806919,"","","","","","",1,2.5,gotcha! (1985),comedy,"","",Gotcha!,9286,nm0437596,actor,Anthony Edwards,101
So I Married an Axe Murderer,TriS,11585483,movie,42020,10,1,6.5,pg-13,41,3.32,so i married an axe murderer (1993),comedy|romance|thriller,1993,7,So I Married an Axe Murderer,41929,nm0772095,actor,Mike Myers,93
American Psycho,Lions,15070285,movie,685269,10,1,7.6,r,59,3.79,american psycho (2000),crime|horror|mystery|thriller,2000,4,American Psycho,683498,nm0366004,actor,Christian Bale,102
Aladdin,BV,217350219,movie,452899,10,1,8.0,g,183,3.79,aladdin (1992),adventure|animation|children|comedy|musical,1992,11,Aladdin,451869,"nm0166256,nm0615780",actor,Scott Weinger,90
Normal Life,FL,22891,"","","","","","",1,3.0,normal life (1996),crime|drama|romance,"","",Normal Life,2483,nm0573796,actress,Ashley Judd,101
Star Maps,FoxS,661465,movie,1038,10,1,5.6,r,1,4.0,star maps (1997),drama,1997,7,Star Maps,1036,nm0037708,actor,Douglas Spain,86
Vertical Limit,Sony,69243859,movie,64418,10,1,5.9,pg-13,14,2.61,vertical limit (2000),action|adventure,2000,12,Vertical Limit,64317,nm0132709,actor,Scott Glenn,124
The Bridge,FStr.,179780,movie,12047,10,1,7.2,r,1,4.0,bridge  the (2006),documentary,2007,2,The Bridge,12037,nm0824414,self,Eric Geleynse,94
Horns,RTWC,173948,movie,86938,10,1,6.4,r,1,3.0,horns (2014),horror|mystery,2014,10,Horns,86842,nm0014960,actor,Daniel Radcliffe,120
Runaway Train,Can.,7683620,movie,32012,10,1,7.2,r,8,3.25,runaway train (1985),action|adventure|drama|thriller,1986,1,Runaway Train,31921,nm0464846,actor,Jon Voight,111
Major League II,WB,30626182,movie,27645,10,1,5.6,pg,3,2.67,major league ii (1994),comedy,1994,3,Major League II,27620,nm0911486,actor,Charlie Sheen,105
It Might Get Loud,SPC,1610163,movie,13429,10,1,7.6,pg,2,3.75,it might get loud (2008),documentary,2009,8,It Might Get Loud,13420,nm0346550,self,Jimmy Page,98
Lethal Weapon 4,WB,130444603,movie,169851,10,1,6.6,r,33,2.85,lethal weapon 4 (1998),action|comedy|crime|thriller,1998,7,Lethal Weapon 4,169693,nm0001149,actor,Mel Gibson,127
Fracture,NL,39015018,movie,214832,10,1,7.2,r,12,3.67,fracture (2007),crime|drama|mystery|thriller,2007,4,Fracture,214559,nm0387706,actor,Anthony Hopkins,113
Valley Girl,Atl,17343596,"","","","","","",3,2.17,valley girl (1983),comedy|romance,"","",Valley Girl,17612,nm0004838,actor,Nicolas Cage,99
As Good as It Gets,Sony,148478011,movie,313002,10,1,7.7,pg-13,96,3.7,as good as it gets (1997),comedy|drama|romance,1997,12,As Good as It Gets,312586,nm0000985,actor,Jack Nicholson,139
Elf,NL,173840591,movie,291750,10,1,7.1,pg,39,3.69,elf (2003),children|comedy|fantasy,2003,11,Elf,291045,nm0269463,actor,Will Ferrell,97
Sorry to Bother You,Annapurna,17493096,movie,86201,10,1,6.9,r,1,4.5,sorry to bother you (2018),comedy|fantasy|sci-fi,2018,7,Sorry to Bother You,86047,nm1108556,actor,LaKeith Stanfield,112
V for Vendetta,WB,70511035,movie,1160630,10,1,8.2,r,100,3.89,v for vendetta (2006),action|sci-fi|thriller|imax,2006,3,V for Vendetta,1158752,nm0574625,actor,Hugo Weaving,132
Hanna,Focus,40259119,movie,205021,10,1,6.8,pg-13,11,3.32,hanna (2011),action|adventure|mystery|thriller,2011,4,Hanna,204897,nm0942504,actress,Saoirse Ronan,111
The School of Flesh,Strat.,402668,movie,1559,10,1,6.5,r,1,3.0,school of flesh  the (école de la chair  l') (1998),drama|romance,1999,2,The School of Flesh,1559,nm0415245,actress,Isabelle Huppert,110
Changeling,Uni.,35739802,movie,262783,10,1,7.8,r,8,3.44,changeling (2008),crime|drama|mystery,2008,10,Changeling,262568,nm0000142,actress,Angelina Jolie,141
Hop,Uni.,108085305,movie,36355,10,1,5.4,pg,2,2.75,hop (2011),animation|children|comedy,2011,4,Hop,36323,nm0384722,actor,Russell Brand,95
Night of the Creeps,TriS,591366,movie,25537,10,1,6.7,r,3,3.17,night of the creeps (1986),comedy|horror|sci-fi|thriller,1986,8,Night of the Creeps,25475,nm0215269,actor,Jason Lively,88
Man on Fire,Fox,77911774,movie,381553,10,1,7.7,r,35,3.63,man on fire (2004),action|crime|drama|mystery|thriller,2004,4,Man on Fire,380991,nm0001716,actor,Denzel Washington,146
"I Love You, Man",P/DW,71440011,movie,214474,10,1,7.0,r,17,3.53,i love you  man (2009),comedy,2009,3,"I Love You, Man",214306,nm0357453,actor,Paul Rudd,105
Hope Springs,Sony,63536011,movie,43795,10,1,6.3,pg-13,1,1.0,hope springs (2012),comedy|drama,2012,8,Hope Springs,43762,nm0291205,actress,Meryl Streep,100
Disclosure,WB,83015089,movie,53431,10,1,6.2,r,52,3.54,disclosure (1994),drama|thriller,1994,12,Disclosure,53368,nm0001469,actor,Michael Douglas,128
Submarine,Wein.,467602,movie,95159,10,1,7.3,r,3,4.17,submarine (2010),comedy|drama|romance,2011,3,Submarine,95057,nm1547964,actor,Craig Roberts,97
The Replacements,WB,44737059,movie,68359,10,1,6.6,pg-13,19,2.68,replacements  the (2000),comedy,2000,8,The Replacements,68309,nm0222043,actor,Keanu Reeves,118
The Mummy,Uni.,155385488,movie,451695,10,1,7.1,pg-13,87,3.12,mummy  the (1999),action|adventure|comedy|fantasy|horror|thriller,1999,5,The Mummy,451178,nm0814085,actor,Brendan Fraser,124
The Black Hole,Dis.,35841901,"","","","","","",9,2.61,black hole  the (1979),children|sci-fi,"","",The Black Hole,27299,nm0625379,actor,Maximilian Schell,98
Enemy of the State,BV,111549836,movie,254908,10,1,7.3,r,67,3.49,enemy of the state (1998),action|thriller,1998,11,Enemy of the State,254625,nm0001716,actor,Will Smith,132
Psycho Beach Party,Strand,268117,movie,6481,10,1,6.0,unrated,2,1.5,psycho beach party (2000),comedy|horror|thriller,2001,9,Psycho Beach Party,6476,nm0455214,actress,Lauren Ambrose,95
Red Rock West,Roxie,2502551,movie,24358,10,1,7.0,r,11,3.64,red rock west (1992),thriller,1993,5,Red Rock West,24301,nm0001093,actor,Nicolas Cage,98
Bubba Ho-Tep,Vita.,1239183,movie,50910,10,1,6.9,r,14,3.32,bubba ho-tep (2002),comedy|horror,2003,10,Bubba Ho-Tep,50833,nm0181741,actor,Bruce Campbell,92
Comic-Con Episode IV: A Fan's Hope,WHE,34665,movie,2854,10,1,7.0,pg-13,1,2.0,comic-con episode iv: a fan's hope (2011),documentary,2012,11,Comic-Con Episode IV: A Fan's Hope,2853,nm1041597,self,Kevin Smith,88
Death Wish 3,Can.,16116878,"","","","","","",2,1.5,death wish 3 (1985),action|drama,"","",Death Wish 3,16743,nm0935382,actor,Charles Bronson,90
Ever After: A Cinderella Story,Fox,65705771,"","","","","","",21,3.62,ever after: a cinderella story (1998),comedy|drama|romance,"","",Ever After: A Cinderella Story,80300,nm0855035,actress,Drew Barrymore,121
Thor,Par.,181030624,movie,885484,10,1,7.0,pg-13,34,3.51,thor (2011),action|adventure|drama|fantasy|imax,2011,5,Thor,884262,nm0000110,actor,Chris Hemsworth,115
Gummo,FL,116799,"","","","","","",3,3.17,gummo (1997),drama,"","",Gummo,37422,nm0005101,actor,Nick Sutton,89
Mountains of the Moon,TriS,4011793,movie,4158,10,1,7.1,r,1,3.0,mountains of the moon (1990),adventure,1990,2,Mountains of the Moon,4145,nm0706182,actor,Patrick Bergin,136
Arrival,Par.,100546139,"","","","","","",26,3.98,arrival (2016),sci-fi,"","",Arrival,741997,nm0898288,actress,Amy Adams,116
Welcome to Happiness,Orion,5083,movie,1044,10,1,6.1,pg-13,1,1.5,welcome to happiness (2015),comedy|drama|fantasy,2016,5,Welcome to Happiness,1042,nm3681509,actor,Kyle Gallner,95
Man of the Year,Uni.,37327390,movie,344,10,1,5.9,"",1,3.0,man of the year (1995),documentary,1996,3,Man of the Year,344,nm0787257,self,Vivian Paxton,86
Captain Ron,BV,22518097,movie,22591,10,1,5.8,pg-13,8,2.69,captain ron (1992),adventure|comedy,1992,9,Captain Ron,22567,nm0248054,actor,Kurt Russell,100
Footloose,Par.,80035402,movie,52238,10,1,5.8,pg-13,2,2.75,footloose (2011),comedy|drama|musical,2011,10,Footloose,52185,nm0108132,actor,Kenny Wormald,113
Angel Heart,TriS,17185632,movie,93734,10,1,7.2,x,8,3.0,angel heart (1987),film-noir|horror|mystery|thriller,1987,3,Angel Heart,93596,nm0000570,actor,Mickey Rourke,113
"A Cool, Dry Place",Fox,4390,movie,3115,10,1,6.2,pg-13,1,3.0,cool  dry place  a (1998),drama,1999,1,"A Cool, Dry Place",3114,nm0808807,actor,Vince Vaughn,97
The Emperor's New Groove,BV,89302687,movie,219339,10,1,7.4,g,37,3.72,emperor's new groove  the (2000),adventure|animation|children|comedy|fantasy,2000,12,The Emperor's New Groove,218828,nm0227540,actor,David Spade,78
The Mudge Boy,Strand,62852,movie,4638,10,1,7.1,r,1,3.0,mudge boy  the (2003),drama,2003,1,The Mudge Boy,4634,nm0121800,actor,Emile Hirsch,94
Madagascar: Escape 2 Africa,P/DW,180010950,movie,241969,10,1,6.6,pg,13,3.69,madagascar: escape 2 africa (2008),action|adventure|animation|children|comedy|imax,2008,11,Madagascar: Escape 2 Africa,241565,"nm0201509,nm0569891",actor,Ben Stiller,89
The Signal,Magn.,251150,movie,21734,10,1,6.0,r,1,3.5,signal  the (2007),horror|sci-fi|thriller,2008,7,The Signal,21721,"nm1410159,nm0124112,nm1402180",actress,Anessa Ramsey,103
Cop,Atl,1984315,movie,5960,10,1,6.4,r,1,1.5,cop (1988),thriller,1988,3,Cop,5947,nm0364805,actor,James Woods,110
Being Human,WB,1519366,movie,4216,10,1,5.3,pg-13,2,3.0,being human (1993),drama,1994,5,Being Human,4208,nm0287025,actor,Robin Williams,122
Radio,SonR,52333738,movie,43189,10,1,6.9,pg,5,4.1,radio (2003),drama,2003,10,Radio,43111,nm0866132,actor,Cuba Gooding Jr.,109
"The Chronicles of Narnia: The Lion, the Witch and the Wardrobe",BV,291710957,movie,418015,10,1,6.9,pg,62,3.44,chronicles of narnia: the lion  the witch and the wardrobe  the (2005),adventure|children|fantasy,2005,12,"The Chronicles of Narnia: The Lion, the Witch and the Wardrobe",417344,nm0011470,actress,Tilda Swinton,143
The Underneath,Gram.,536023,movie,3787,10,1,6.1,r,2,3.5,underneath (1995),mystery|thriller,1995,4,The Underneath,3782,nm0001752,actor,Peter Gallagher,99
Junebug,SPC,2678691,movie,23287,10,1,6.9,r,3,3.67,junebug (2005),comedy|drama,2005,9,Junebug,23283,nm0607275,actress,Embeth Davidtz,106
The Descendants,FoxS,82584160,movie,247816,10,1,7.3,r,11,4.0,descendants  the (2011),comedy|drama,2011,12,The Descendants,247642,nm0668247,actor,George Clooney,115
Eagle Eye,P/DW,101440743,movie,193351,10,1,6.6,pg-13,8,3.06,eagle eye (2008),action|crime|thriller|imax,2008,9,Eagle Eye,193168,nm0142286,actor,Shia LaBeouf,118
Let Me In,Over.,12134935,movie,126000,10,1,7.1,r,7,3.86,let me in (2010),drama|horror|mystery,2010,10,Let Me In,125876,nm0716257,actor,Kodi Smit-McPhee,116
Room,7F,5228,movie,441201,10,1,8.1,r,8,3.56,room (2015),drama,2016,1,Room,440490,nm1049433,actress,Brie Larson,118
Private Benjamin,WB,69847348,movie,28155,10,1,6.2,r,13,3.12,private benjamin (1980),comedy,1980,10,Private Benjamin,28089,nm0956052,actress,Goldie Hawn,109
Seven Years in Tibet,Sony,37957682,movie,152491,10,1,7.1,pg-13,14,3.43,seven years in tibet (1997),adventure|drama|war,1997,10,Seven Years in Tibet,152275,nm0000269,actor,Brad Pitt,136
Legend,Uni.,15502112,"","","","","","",13,3.08,legend (1985),adventure|fantasy|romance,"","",Legend,70572,nm0000631,actor,Tom Cruise,94
One Tough Cop,Strat.,1223034,movie,1298,10,1,5.1,r,1,3.0,one tough cop (1998),action|crime,1998,10,One Tough Cop,1298,nm0000853,actor,Stephen Baldwin,90
Man of the House,BV,40070995,"","","","","","",1,3.0,man of the house (2005),action|comedy,"","",Man of the House,24890,nm0378893,actor,Tommy Lee Jones,100
Free Fire,A24,1799312,movie,49551,10,1,6.3,r,1,3.5,free fire (2017),action|crime|drama,2017,4,Free Fire,49454,nm1296554,actor,Sharlto Copley,91
Mo' Better Blues,Uni.,16153593,"","","","","","",5,3.4,mo' better blues (1990),drama|musical,"","",Mo' Better Blues,13335,nm0000490,actor,Denzel Washington,129
Night of the Living Dead,Col.,5835247,movie,44787,10,1,6.8,r,1,4.0,night of the living dead (1990),horror,1990,10,Night of the Living Dead,44713,nm0767741,actor,Tony Todd,92
State of Grace,Orion,1911542,movie,24203,10,1,7.2,r,2,4.0,state of grace (1990),crime|drama|thriller,1990,9,State of Grace,24163,nm0423333,actor,Sean Penn,134
Toy Soldiers,TriS,15073942,movie,24339,10,1,6.6,r,4,2.5,toy soldiers (1991),action|drama,1991,4,Toy Soldiers,24280,nm0677943,actor,Sean Astin,111
Needful Things,Col.,15185672,movie,26946,10,1,6.2,r,4,2.0,needful things (1993),drama|horror,1993,8,Needful Things,26871,nm0381699,actor,Max von Sydow,121
Dungeons & Dragons,NL,15220685,movie,35785,10,1,3.6,pg-13,12,1.83,dungeons & dragons (2000),action|adventure|comedy|fantasy,2000,12,Dungeons & Dragons,35751,nm0813309,actor,Justin Whalin,107
Kevin Hart: Laugh at My Pain,Code,7706436,movie,6378,10,1,7.3,r,1,3.5,kevin hart: laugh at my pain (2011),comedy|documentary,2012,4,Kevin Hart: Laugh at My Pain,6370,"nm0806492,nm1103162",self,Kevin Hart,89
The Death of Louis XIV,CGld,43113,movie,2527,10,1,6.8,"",1,3.5,the death of louis xiv (2016),drama,2016,11,The Death of Louis XIV,2522,nm2247200,actor,Jean-Pierre Léaud,115
The Spiderwick Chronicles,Par.,71195053,movie,100915,10,1,6.5,pg,5,3.4,spiderwick chronicles  the (2008),adventure|children|drama|fantasy|imax,2008,2,The Spiderwick Chronicles,100788,nm0914132,actor,Freddie Highmore,96
Keanu,WB (NL),20591853,movie,51325,10,1,6.2,r,2,2.5,keanu (2016),comedy,2016,4,Keanu,51281,nm1534595,actor,Keegan-Michael Key,100
Respiro,SPC,1072834,"","","","","","",2,3.5,respiro (2002),comedy|drama,"","",Respiro,4811,nm0187740,actress,Valeria Golino,95
P.S. I Love You,WB,53695808,movie,216272,10,1,7.0,pg-13,11,3.09,p.s. i love you (2007),comedy|drama|romance,2007,12,P.S. I Love You,216147,nm0481418,actress,Hilary Swank,126
Waltz with Bashir,SPC,2283849,movie,59732,10,1,8.0,r,5,3.0,waltz with bashir (vals im bashir) (2008),animation|documentary|drama|war,2008,6,Waltz with Bashir,59666,nm0284369,self,Ari Folman,90
A Nightmare on Elm Street,NL,25504513,movie,106076,10,1,5.2,r,2,1.25,nightmare on elm street  a (2010),fantasy|horror|thriller,2010,4,A Nightmare on Elm Street,105918,nm1207904,actor,Jackie Earle Haley,95
Cold Comfort Farm,Gram.,5682429,movie,7348,10,1,7.2,pg,10,3.5,cold comfort farm (1995),comedy,1996,5,Cold Comfort Farm,7340,nm0772259,actress,Eileen Atkins,105
Hearts in Atlantis,WB,24185781,"","","","","","",6,2.92,hearts in atlantis (2001),drama,"","",Hearts in Atlantis,40369,nm0382956,actor,Anthony Hopkins,101
Basic,Sony,26793311,movie,65554,10,1,6.4,r,2,3.75,basic (2003),drama|thriller|war,2003,3,Basic,65494,nm0001532,actor,John Travolta,98
Elephant,FL,1266955,movie,95828,10,1,7.1,r,9,3.56,elephant (2003),drama,2003,11,Elephant,95715,nm0001814,actor,Elias McConnell,81
Little Giants,WB,19306362,movie,30156,10,1,6.4,pg,4,2.5,little giants (1994),children|comedy,1994,10,Little Giants,30119,nm0242271,actor,Rick Moranis,107
Smoke,Mira.,8367636,movie,37680,10,1,7.4,r,18,3.67,smoke (1995),comedy|drama,1995,6,Smoke,37649,nm0911061,actor,Harvey Keitel,112
Freejack,WB,17129026,movie,17142,10,1,5.4,r,4,2.0,freejack (1992),action|sci-fi,1992,1,Freejack,17114,nm0614276,actor,Emilio Estevez,110
Once Were Warriors,FL,1608570,movie,36203,10,1,7.9,r,14,4.04,once were warriors (1994),crime|drama,1995,3,Once Were Warriors,36172,nm0848414,actress,Rena Owen,102
