title,title_lc,studio,directors,contentRate,rnTimeMin,genres,rlYr,rlMnth,type,primaryName,category,numVotes,imdbRtCnt,imdbRtBest,imdbRtWorst,imdbRtAvg,slRateCnt,slRateAvg,gross
Eddie,eddie (1996),0.0,1.0,2.0,100.0,102.0,8.0,8.0,1.0,11.0,441.0,11318.0,11329.0,10.0,1.0,5.2,5.0,3.0,3.1387164E7
Hitman,hitman (2007),0.0,19.0,3.0,100.0,2397.0,1.0,1.0,0.0,4.0,2510.0,175781.0,175940.0,10.0,1.0,6.2,7.0,3.29,3.9687694E7
Zelig,zelig (1983),0.0,1.0,0.0,79.0,33.0,35.0,35.0,0.0,1.0,0.0,43523.0,43561.0,10.0,1.0,7.7,7.0,4.0,1.1798616E7
The Pillow Book,pillow book  the (1996),0.0,4.0,14.0,126.0,2457.0,14.0,14.0,1.0,7.0,480.0,13453.0,13461.0,10.0,1.0,6.5,5.0,2.4,2372744.0
The Spanish Prisoner,spanish prisoner  the (1997),0.0,39.0,8.0,110.0,15.0,6.0,6.0,0.0,11.0,139.0,25440.0,25464.0,10.0,1.0,7.2,11.0,4.0,9586993.0
The Art of the Steal,art of the steal  the (2013),0.0,167.0,13.0,90.0,54.0,16.0,16.0,0.0,7.0,2468.0,25699.0,25723.0,10.0,1.0,6.3,3.0,3.33,544890.0
Blank Check,blank check (1994),0.0,15.0,2.0,93.0,1095.0,21.0,21.0,0.0,9.0,662.0,21651.0,21684.0,10.0,1.0,5.3,6.0,2.25,3.0577969E7
Welcome to Woop Woop,welcome to woop-woop (1997),0.0,1.0,7.0,106.0,1636.0,6.0,6.0,0.0,4.0,548.0,2048.0,2051.0,10.0,1.0,5.6,2.0,4.0,37621.0
Little Miss Marker,little miss marker (1980),0.0,2.0,1.0,103.0,302.0,36.0,36.0,0.0,2.0,1389.0,1653.0,1654.0,10.0,1.0,6.3,1.0,4.0,6321392.0
The Perfect Man,perfect man  the (2005),0.0,5.0,1.0,100.0,274.0,7.0,7.0,1.0,7.0,1023.0,31726.0,31775.0,10.0,1.0,5.4,2.0,3.0,1.6535005E7
Memoirs of a Geisha,memoirs of a geisha (2005),1.0,4.0,5.0,145.0,415.0,93.0,93.0,1.0,12.0,423.0,157498.0,0.0,0.0,0.0,0.0,12.0,3.58,5.7490508E7
Bad Moms,bad moms (2016),0.0,1.0,75.0,100.0,528.0,20.0,20.0,1.0,8.0,2012.0,132262.0,132448.0,10.0,1.0,6.2,3.0,3.83,1.13257297E8
The Hangover,hangover  the (2009),0.0,12.0,0.0,100.0,563.0,19.0,19.0,0.0,7.0,123.0,825231.0,826238.0,10.0,1.0,7.7,76.0,3.63,2.77322503E8
The Lost Boys,lost boys  the (1987),1.0,82.0,0.0,97.0,484.0,93.0,93.0,0.0,12.0,9.0,156622.0,0.0,0.0,0.0,0.0,26.0,3.71,3.2222567E7
The Time Traveler's Wife,time traveler's wife  the (2009),0.0,84.0,25.0,107.0,223.0,19.0,19.0,0.0,1.0,447.0,155851.0,156001.0,10.0,1.0,7.1,5.0,3.9,6.3414846E7
Red State,red state (2011),1.0,279.0,300.0,88.0,1943.0,93.0,93.0,0.0,12.0,48.0,66320.0,0.0,0.0,0.0,0.0,1.0,3.0,1104682.0
Zookeeper,zookeeper (2011),0.0,1.0,5.0,102.0,367.0,17.0,17.0,0.0,8.0,116.0,64132.0,64204.0,10.0,1.0,5.2,4.0,2.75,8.0360843E7
Coherence,coherence (2013),1.0,146.0,66.0,89.0,1335.0,93.0,93.0,1.0,12.0,1451.0,141287.0,0.0,0.0,0.0,0.0,2.0,4.0,102617.0
House of Usher,fall of the house of usher  the (house of usher) (1960),0.0,11.0,60.0,79.0,411.0,51.0,51.0,0.0,6.0,703.0,14985.0,15051.0,10.0,1.0,6.9,2.0,3.0,1677.0
Tucker: The Man and His Dream,tucker: the man and his dream (1988),0.0,0.0,4.0,110.0,23.0,25.0,25.0,0.0,1.0,19.0,21318.0,21345.0,10.0,1.0,6.9,1.0,3.0,1.9652638E7
Just Cause,just cause (1995),0.0,46.0,0.0,102.0,18.0,9.0,9.0,0.0,9.0,865.0,28928.0,28962.0,10.0,1.0,6.4,14.0,3.5,3.6853222E7
Not One Less,not one less (yi ge dou bu neng shao) (1999),0.0,0.0,8.0,106.0,1978.0,12.0,12.0,1.0,0.0,69.0,9194.0,9207.0,10.0,1.0,7.7,1.0,4.5,592586.0
Rollerball,rollerball (2002),0.0,40.0,7.0,98.0,438.0,0.0,0.0,0.0,9.0,107.0,29127.0,29149.0,10.0,1.0,3.1,7.0,1.79,1.8990798E7
Lawnmower Man 2: Beyond Cyberspace,lawnmower man 2: beyond cyberspace (1996),0.0,22.0,9.0,93.0,810.0,8.0,8.0,0.0,10.0,1957.0,10032.0,10064.0,10.0,1.0,2.5,9.0,2.5,2409225.0
Knock Off,knock off (1998),0.0,26.0,5.0,91.0,37.0,6.0,6.0,0.0,6.0,758.0,16086.0,16100.0,10.0,1.0,4.8,1.0,5.0,1.0319915E7
The Young Victoria,young victoria  the (2009),1.0,4.0,88.0,105.0,339.0,93.0,93.0,1.0,12.0,657.0,65470.0,0.0,0.0,0.0,0.0,2.0,4.25,1.1001272E7
Monster House,monster house (2006),0.0,580.0,5.0,91.0,1981.0,3.0,3.0,0.0,8.0,1109.0,134007.0,134554.0,10.0,1.0,6.6,9.0,3.11,7.366101E7
Gorky Park,gorky park (1983),0.0,10.0,17.0,128.0,92.0,35.0,35.0,0.0,3.0,14.0,15461.0,15480.0,10.0,1.0,6.7,4.0,3.5,1.5856028E7
The Mummy,mummy  the (1932),0.0,702.0,1.0,73.0,1082.0,84.0,84.0,0.0,3.0,1283.0,29365.0,29448.0,10.0,1.0,7.0,3.0,3.33,1.55385488E8
Drop Dead Fred,drop dead fred (1991),1.0,38.0,9.0,103.0,537.0,93.0,93.0,1.0,12.0,1806.0,30788.0,0.0,0.0,0.0,0.0,6.0,2.83,1.3878334E7
Reds,reds (1981),1.0,4.0,4.0,195.0,165.0,93.0,93.0,0.0,12.0,491.0,24261.0,0.0,0.0,0.0,0.0,2.0,3.25,4.0382659E7
Beavis and Butt-Head Do America,beavis and butt-head do america (1996),0.0,510.0,4.0,81.0,1968.0,8.0,8.0,0.0,3.0,1808.0,59750.0,59785.0,10.0,1.0,6.8,31.0,2.94,6.3118386E7
Steve Jobs,steve jobs (2015),0.0,0.0,1.0,122.0,153.0,11.0,11.0,0.0,0.0,58.0,175896.0,176108.0,10.0,1.0,7.2,6.0,3.75,1.7766658E7
The History of Future Folk,history of future folk  the (2012),0.0,541.0,121.0,86.0,2033.0,22.0,22.0,0.0,11.0,2453.0,3663.0,3665.0,10.0,1.0,7.0,2.0,4.0,17646.0
The Man from Elysian Fields,man from elysian fields  the (2001),0.0,0.0,34.0,106.0,259.0,0.0,0.0,0.0,4.0,406.0,4424.0,4424.0,10.0,1.0,6.6,1.0,3.0,1435016.0
In the Loop,in the loop (2009),0.0,1.0,13.0,106.0,2407.0,19.0,19.0,0.0,6.0,909.0,60627.0,60680.0,10.0,1.0,7.4,5.0,4.3,2388804.0
Batman v Superman: Dawn of Justice,batman v superman: dawn of justice (2016),0.0,87.0,0.0,151.0,21.0,20.0,20.0,0.0,2.0,127.0,741954.0,742605.0,10.0,1.0,6.5,16.0,2.34,3.30360194E8
Missing,missing (1982),0.0,32.0,1.0,122.0,178.0,34.0,34.0,0.0,2.0,361.0,22690.0,22728.0,10.0,1.0,7.7,1.0,4.0,1.4E7
No Man's Land,no man's land (2001),0.0,14.0,7.0,98.0,1090.0,4.0,4.0,0.0,6.0,2320.0,48350.0,48382.0,10.0,1.0,7.9,13.0,4.19,1012153.0
X-Men: The Last Stand,x-men: the last stand (2006),0.0,22.0,3.0,104.0,132.0,3.0,3.0,0.0,11.0,67.0,533086.0,533549.0,10.0,1.0,6.6,52.0,3.36,2.34362462E8
Suspiria,suspiria (1977),0.0,11.0,148.0,99.0,1595.0,41.0,41.0,1.0,1.0,714.0,102243.0,102586.0,10.0,1.0,7.3,8.0,3.94,2483472.0
Mediterraneo,mediterraneo (1991),0.0,2.0,6.0,96.0,656.0,28.0,28.0,0.0,10.0,1028.0,16162.0,16180.0,10.0,1.0,7.4,7.0,3.93,4532791.0
The Skin I Live In,skin i live in  the (la piel que habito) (2011),0.0,0.0,8.0,120.0,93.0,17.0,17.0,0.0,6.0,38.0,162049.0,162348.0,10.0,1.0,7.6,4.0,3.0,3185812.0
The Raid: Redemption,the raid: redemption (2011),0.0,53.0,8.0,101.0,689.0,15.0,15.0,0.0,5.0,1122.0,213552.0,213744.0,10.0,1.0,7.6,9.0,4.33,4105187.0
Singin' in the Rain,singin' in the rain (1952),0.0,90.0,7.0,103.0,1401.0,75.0,75.0,0.0,5.0,1229.0,254524.0,254926.0,10.0,1.0,8.3,47.0,4.07,1826108.0
The Portrait of a Lady,portrait of a lady  the (1996),0.0,0.0,26.0,144.0,45.0,14.0,14.0,1.0,10.0,146.0,12479.0,12488.0,10.0,1.0,6.2,2.0,3.25,3692836.0
Behind the Mask: The Rise of Leslie Vernon,behind the mask: the rise of leslie vernon (2006),0.0,82.0,41.0,92.0,2008.0,3.0,3.0,0.0,0.0,2634.0,25089.0,25115.0,10.0,1.0,6.7,1.0,4.0,69136.0
Puncture,puncture (2011),0.0,0.0,92.0,100.0,172.0,15.0,15.0,0.0,2.0,1819.0,24645.0,24658.0,10.0,1.0,6.8,2.0,3.0,68945.0
Avengers: Infinity War,avengers: infinity war - part i (2018),0.0,17.0,2.0,149.0,65.0,38.0,38.0,0.0,5.0,323.0,1163429.0,1166052.0,10.0,1.0,8.4,13.0,4.0,6.78815482E8
Class Act,class act (1992),0.0,1.0,0.0,98.0,329.0,24.0,24.0,0.0,7.0,979.0,8009.0,8012.0,10.0,1.0,6.1,1.0,1.5,1.3272113E7
Only You,only you (1994),0.0,3.0,12.0,109.0,372.0,21.0,21.0,1.0,0.0,51.0,24771.0,24820.0,10.0,1.0,6.5,8.0,3.56,2.005921E7
In America,in america (2002),0.0,4.0,11.0,105.0,808.0,5.0,5.0,0.0,9.0,275.0,43971.0,43985.0,10.0,1.0,7.7,7.0,3.86,1.5539656E7
Mrs. Parker and the Vicious Circle,mrs. parker and the vicious circle (1994),1.0,0.0,23.0,125.0,235.0,93.0,93.0,1.0,12.0,322.0,4823.0,0.0,0.0,0.0,0.0,2.0,4.0,2144667.0
Land and Freedom,land and freedom (tierra y libertad) (1995),0.0,14.0,26.0,109.0,688.0,8.0,8.0,0.0,2.0,173.0,11852.0,11873.0,10.0,1.0,7.5,1.0,4.0,228800.0
Bad Teacher,bad teacher (2011),0.0,1.0,5.0,92.0,104.0,17.0,17.0,1.0,7.0,169.0,209942.0,210114.0,10.0,1.0,5.6,9.0,2.89,1.00292856E8
Creepshow 2,creepshow 2 (1987),0.0,11.0,57.0,92.0,1407.0,29.0,29.0,0.0,11.0,1694.0,27777.0,27851.0,10.0,1.0,6.0,4.0,3.0,1.4E7
La Bamba,bamba  la (1987),0.0,0.0,10.0,108.0,765.0,29.0,29.0,0.0,8.0,2358.0,35701.0,35750.0,10.0,1.0,6.9,7.0,2.79,5.4215416E7
Regret to Inform,regret to inform (1998),1.0,6.0,87.0,72.0,2486.0,93.0,93.0,2.0,12.0,2278.0,346.0,0.0,0.0,0.0,0.0,1.0,3.5,44204.0
Big Momma's House,big momma's house (2000),0.0,1.0,3.0,99.0,115.0,13.0,13.0,0.0,7.0,118.0,89377.0,89445.0,10.0,1.0,5.2,17.0,2.18,1.17559438E8
The Crazies,crazies  the (a.k.a. code name: trixie) (1973),0.0,215.0,61.0,103.0,1761.0,43.0,43.0,1.0,2.0,153.0,14439.0,14470.0,10.0,1.0,6.1,1.0,3.5,3.9123589E7
We're No Angels,we're no angels (1989),0.0,12.0,4.0,106.0,4.0,27.0,27.0,0.0,3.0,24.0,24303.0,24329.0,10.0,1.0,6.1,4.0,2.75,1.0555348E7
Endless Poetry,endless poetry (2016),0.0,63.0,145.0,128.0,904.0,31.0,31.0,0.0,8.0,918.0,6474.0,6476.0,10.0,1.0,7.5,1.0,3.5,153440.0
The Brandon Teena Story,brandon teena story  the (1998),0.0,6.0,73.0,89.0,1231.0,6.0,6.0,2.0,6.0,2032.0,1311.0,1314.0,10.0,1.0,7.0,1.0,2.0,92113.0
Friday After Next,friday after next (2002),0.0,1.0,9.0,85.0,68.0,0.0,0.0,0.0,4.0,2469.0,29370.0,29406.0,10.0,1.0,5.8,5.0,2.4,3.3253609E7
The Assassination of Richard Nixon,assassination of richard nixon  the (2004),0.0,10.0,30.0,95.0,47.0,5.0,5.0,0.0,0.0,1295.0,26019.0,26024.0,10.0,1.0,6.9,2.0,3.5,708776.0
Loose Cannons,loose cannons (1990),0.0,13.0,12.0,94.0,50.0,26.0,26.0,0.0,9.0,217.0,5068.0,5079.0,10.0,1.0,4.9,1.0,2.0,5585154.0
The Brothers McMullen,brothers mcmullen  the (1995),0.0,1.0,11.0,98.0,1512.0,9.0,9.0,0.0,1.0,527.0,8114.0,8118.0,10.0,1.0,6.6,12.0,3.33,1.0426506E7
Evolution,evolution (2001),0.0,35.0,21.0,101.0,267.0,4.0,4.0,0.0,7.0,28.0,134068.0,134228.0,10.0,1.0,6.1,27.0,3.04,3.8345494E7
Somewhere in Time,somewhere in time (1980),0.0,4.0,1.0,103.0,264.0,36.0,36.0,0.0,0.0,454.0,31610.0,31691.0,10.0,1.0,7.2,7.0,3.07,9709597.0
The Banger Sisters,banger sisters  the (2002),0.0,2.0,11.0,98.0,299.0,0.0,0.0,1.0,6.0,1588.0,17131.0,17142.0,10.0,1.0,5.7,3.0,2.0,3.0307416E7
Paul,paul (2011),1.0,96.0,1.0,104.0,255.0,93.0,93.0,0.0,12.0,313.0,262697.0,0.0,0.0,0.0,0.0,15.0,3.2,3.7412945E7
Outsourced,outsourced (2006),0.0,3.0,120.0,103.0,502.0,1.0,1.0,0.0,4.0,1795.0,12095.0,12108.0,10.0,1.0,7.0,1.0,3.5,163561.0
Tooth Fairy,tooth fairy (2010),0.0,38.0,3.0,101.0,41.0,18.0,18.0,0.0,10.0,588.0,48825.0,48884.0,10.0,1.0,5.0,3.0,2.17,6.0022256E7
The Krays,krays  the (1990),0.0,0.0,6.0,115.0,1398.0,26.0,26.0,0.0,4.0,605.0,8888.0,8896.0,10.0,1.0,6.6,1.0,3.5,2060847.0
The Long Kiss Goodnight,long kiss goodnight  the (1996),0.0,29.0,9.0,121.0,340.0,8.0,8.0,1.0,0.0,45.0,83619.0,83715.0,10.0,1.0,6.8,33.0,3.32,3.3447612E7
An Affair of Love,affair of love  an (liaison pornographique  une) (1999),0.0,4.0,23.0,80.0,2007.0,12.0,12.0,1.0,6.0,1643.0,5672.0,5675.0,10.0,1.0,7.0,2.0,4.75,359050.0
Predators,predators (2010),0.0,22.0,3.0,107.0,134.0,18.0,18.0,0.0,8.0,514.0,240238.0,240491.0,10.0,1.0,6.4,10.0,3.3,5.2000688E7
Kansas City,kansas city (1996),0.0,656.0,23.0,116.0,235.0,8.0,8.0,1.0,1.0,39.0,5301.0,5309.0,10.0,1.0,6.3,3.0,3.67,1356329.0
Due Date,due date (2010),0.0,1.0,0.0,95.0,65.0,18.0,18.0,0.0,4.0,123.0,353961.0,354222.0,10.0,1.0,6.5,10.0,3.1,1.00539043E8
Better Living Through Chemistry,better living through chemistry (2014),0.0,2.0,20.0,91.0,396.0,16.0,16.0,0.0,2.0,2746.0,15516.0,15528.0,10.0,1.0,6.2,1.0,1.5,75143.0
Some Kind of Wonderful,some kind of wonderful (1987),0.0,4.0,4.0,95.0,271.0,29.0,29.0,0.0,9.0,117.0,33722.0,33775.0,10.0,1.0,7.0,10.0,3.35,1.8553948E7
Legend,legend (2015),0.0,23.0,1.0,132.0,164.0,11.0,11.0,0.0,4.0,268.0,196259.0,196670.0,10.0,1.0,6.9,2.0,3.5,1872994.0
Kama Sutra: A Tale of Love,kama sutra: a tale of love (1996),1.0,57.0,43.0,117.0,2012.0,93.0,93.0,0.0,12.0,175.0,11161.0,0.0,0.0,0.0,0.0,1.0,4.0,4109095.0
Basic Instinct 2,basic instinct 2 (2006),0.0,39.0,5.0,114.0,401.0,3.0,3.0,1.0,2.0,154.0,41061.0,41103.0,10.0,1.0,4.4,3.0,2.17,5971336.0
The Ex,ex  the (2007),0.0,3.0,56.0,99.0,414.0,1.0,1.0,0.0,11.0,1003.0,17873.0,17884.0,10.0,1.0,5.4,1.0,4.0,3093394.0
Avatar,avatar (2009),0.0,58.0,3.0,162.0,546.0,19.0,19.0,0.0,3.0,135.0,1364112.0,1365041.0,10.0,1.0,7.9,97.0,3.6,7.60507625E8
Fist Fight,fist fight (2017),0.0,1.0,25.0,91.0,68.0,31.0,31.0,0.0,9.0,1296.0,44966.0,45019.0,10.0,1.0,5.6,1.0,4.5,3.2187017E7
Gridiron Gang,gridiron gang (2006),0.0,0.0,5.0,125.0,41.0,3.0,3.0,0.0,6.0,300.0,79411.0,79464.0,10.0,1.0,7.1,2.0,3.0,3.8432823E7
Crimes of the Heart,crimes of the heart (1986),0.0,2.0,69.0,105.0,221.0,29.0,29.0,1.0,10.0,76.0,4347.0,4348.0,10.0,1.0,6.3,1.0,4.0,2.2905522E7
Johnny Stecchino,johnny stecchino (1991),1.0,1.0,9.0,102.0,252.0,93.0,93.0,0.0,12.0,191.0,11330.0,0.0,0.0,0.0,0.0,1.0,4.0,626057.0
Resident Evil: Afterlife,resident evil: afterlife (2010),0.0,289.0,24.0,96.0,154.0,18.0,18.0,1.0,6.0,161.0,176956.0,177102.0,10.0,1.0,5.8,7.0,3.14,6.0128566E7
Homeward Bound: The Incredible Journey,homeward bound: the incredible journey (1993),0.0,80.0,2.0,84.0,44.0,23.0,23.0,0.0,9.0,829.0,49965.0,50080.0,10.0,1.0,6.9,20.0,2.95,4.1833324E7
Shakespeare in Love,shakespeare in love (1998),1.0,5.0,6.0,123.0,144.0,93.0,93.0,1.0,12.0,49.0,231499.0,0.0,0.0,0.0,0.0,92.0,3.78,1.00317794E8
Confidence,confidence (2003),0.0,23.0,14.0,97.0,337.0,2.0,2.0,0.0,5.0,106.0,35073.0,35080.0,10.0,1.0,6.6,6.0,2.83,1.225164E7
Venus in Fur,venus in fur (la vénus à la fourrure) (2013),0.0,0.0,13.0,96.0,1341.0,22.0,22.0,1.0,4.0,32.0,20578.0,20610.0,10.0,1.0,7.1,1.0,4.5,373605.0
Trading Places,trading places (1983),0.0,1.0,4.0,116.0,16.0,35.0,35.0,0.0,7.0,42.0,160486.0,160749.0,10.0,1.0,7.5,39.0,3.73,9.04048E7
World Trade Center,world trade center (2006),0.0,0.0,4.0,129.0,0.0,3.0,3.0,0.0,1.0,12.0,86852.0,86933.0,10.0,1.0,6.0,6.0,2.67,7.0278893E7
My Scientology Movie,my scientology movie (2016),0.0,6.0,16.0,99.0,1827.0,31.0,31.0,2.0,2.0,1591.0,13394.0,13409.0,10.0,1.0,6.6,1.0,3.5,22936.0
Shaft,shaft (1971),0.0,20.0,4.0,100.0,2170.0,47.0,47.0,0.0,8.0,2089.0,20557.0,20603.0,10.0,1.0,6.6,3.0,4.0,7.0334258E7
River's Edge,river's edge (1986),0.0,8.0,85.0,99.0,636.0,29.0,29.0,0.0,11.0,755.0,19784.0,19841.0,10.0,1.0,6.9,1.0,3.5,4600000.0
All or Nothing,all or nothing (2002),0.0,0.0,18.0,128.0,865.0,0.0,0.0,0.0,0.0,158.0,11321.0,11326.0,10.0,1.0,7.5,3.0,3.67,201546.0
Think Like a Man Too,think like a man too (2014),0.0,3.0,24.0,106.0,366.0,16.0,16.0,0.0,7.0,133.0,22312.0,22323.0,10.0,1.0,5.7,1.0,1.5,6.5182182E7
The Gingerbread Man,gingerbread man  the (1998),0.0,7.0,86.0,114.0,151.0,6.0,6.0,0.0,10.0,39.0,11518.0,11531.0,10.0,1.0,5.7,1.0,3.0,1677131.0
The Corruptor,corruptor  the (1999),0.0,20.0,9.0,110.0,216.0,12.0,12.0,0.0,2.0,106.0,18950.0,18959.0,10.0,1.0,6.1,3.0,2.5,1.5164492E7
Reign Over Me,reign over me (2007),0.0,0.0,5.0,124.0,11.0,1.0,1.0,0.0,2.0,382.0,98848.0,98878.0,10.0,1.0,7.4,5.0,4.1,1.9661987E7
Malibu's Most Wanted,malibu's most wanted (2003),0.0,12.0,0.0,86.0,482.0,2.0,2.0,0.0,5.0,459.0,20540.0,20575.0,10.0,1.0,5.2,3.0,2.67,3.4432201E7
War of the Worlds,war of the worlds (2005),0.0,42.0,4.0,116.0,3.0,7.0,7.0,0.0,7.0,1.0,467094.0,467694.0,10.0,1.0,6.5,50.0,3.15,2.34280354E8
Lucky Number Slevin,lucky number slevin (2006),0.0,115.0,56.0,110.0,149.0,3.0,3.0,0.0,5.0,211.0,321965.0,322227.0,10.0,1.0,7.7,38.0,3.86,2.2495466E7
Dragon Ball Z: Battle of Gods,dragon ball z: battle of gods (2013),0.0,423.0,302.0,85.0,1898.0,16.0,16.0,1.0,1.0,1767.0,29369.0,29394.0,10.0,1.0,7.1,2.0,4.0,2553002.0
Mr. Wonderful,mr. wonderful (1993),0.0,3.0,0.0,98.0,193.0,23.0,23.0,0.0,0.0,369.0,3494.0,3496.0,10.0,1.0,5.9,2.0,2.5,3125424.0
Frailty,frailty (2001),0.0,10.0,14.0,100.0,316.0,0.0,0.0,0.0,5.0,700.0,88975.0,89127.0,10.0,1.0,7.2,11.0,3.86,1.3110448E7
Here Comes the Boom,here comes the boom (2012),0.0,13.0,5.0,105.0,367.0,15.0,15.0,0.0,0.0,116.0,94470.0,94561.0,10.0,1.0,6.4,7.0,2.57,4.5290318E7
Walk Hard: The Dewey Cox Story,walk hard: the dewey cox story (2007),0.0,101.0,5.0,96.0,356.0,1.0,1.0,0.0,3.0,169.0,76173.0,76250.0,10.0,1.0,6.8,5.0,3.3,1.8317151E7
Filth,filth (2013),0.0,31.0,16.0,97.0,127.0,16.0,16.0,0.0,5.0,2598.0,113964.0,114090.0,10.0,1.0,7.0,2.0,4.5,34411.0
Weirdsville,weirdsville (2007),0.0,31.0,16.0,90.0,839.0,1.0,1.0,0.0,0.0,432.0,4382.0,4385.0,10.0,1.0,6.2,1.0,2.5,8161.0
Resident Evil: Retribution,resident evil: retribution (2012),0.0,288.0,24.0,95.0,154.0,15.0,15.0,1.0,6.0,161.0,147882.0,148018.0,10.0,1.0,5.3,2.0,3.75,4.2345531E7
Adam's Apples,adam's apples (adams æbler) (2005),0.0,2.0,281.0,94.0,560.0,7.0,7.0,0.0,5.0,577.0,53393.0,53469.0,10.0,1.0,7.7,3.0,4.17,1305.0
Innerspace,innerspace (1987),1.0,103.0,0.0,120.0,28.0,93.0,93.0,0.0,12.0,148.0,63873.0,0.0,0.0,0.0,0.0,12.0,3.13,2.589381E7
The Graduate,graduate  the (1967),0.0,5.0,107.0,106.0,57.0,44.0,44.0,0.0,3.0,26.0,284316.0,284635.0,10.0,1.0,8.0,79.0,4.06,1.04945305E8
Motel Hell,motel hell (1980),0.0,24.0,7.0,101.0,2207.0,36.0,36.0,0.0,0.0,1513.0,13247.0,13269.0,10.0,1.0,6.0,2.0,2.75,6342668.0
From Justin to Kelly,from justin to kelly (2003),0.0,349.0,3.0,81.0,1718.0,2.0,2.0,1.0,7.0,574.0,26932.0,26931.0,10.0,1.0,1.9,3.0,0.83,4928883.0
When in Rome,when in rome (2010),0.0,3.0,2.0,91.0,243.0,18.0,18.0,1.0,10.0,412.0,63927.0,63959.0,10.0,1.0,5.5,4.0,2.5,3.2680633E7
The Snowtown Murders,snowtown (snowtown murders  the) (2011),0.0,10.0,13.0,119.0,1832.0,17.0,17.0,0.0,11.0,675.0,20172.0,20205.0,10.0,1.0,6.6,1.0,2.5,8452.0
Bachelor Party,bachelor party (1984),1.0,1.0,3.0,105.0,1.0,93.0,93.0,0.0,12.0,910.0,41940.0,0.0,0.0,0.0,0.0,5.0,2.9,3.8435947E7
The Hudsucker Proxy,hudsucker proxy  the (1994),1.0,1.0,0.0,111.0,118.0,93.0,93.0,0.0,12.0,77.0,83757.0,0.0,0.0,0.0,0.0,40.0,3.55,2816518.0
Epic Movie,epic movie (2007),0.0,49.0,3.0,86.0,740.0,1.0,1.0,0.0,10.0,555.0,108475.0,108530.0,10.0,1.0,2.4,4.0,1.13,3.9739367E7
The Funhouse,funhouse  the (1981),0.0,11.0,1.0,96.0,1327.0,37.0,37.0,1.0,2.0,353.0,15882.0,15909.0,10.0,1.0,5.9,1.0,2.0,7886857.0
Racing Stripes,racing stripes (2005),0.0,15.0,0.0,102.0,272.0,7.0,7.0,0.0,10.0,827.0,17961.0,17976.0,10.0,1.0,5.2,1.0,2.0,4.9772522E7
Breaking Away,breaking away (1979),0.0,2.0,3.0,101.0,1256.0,39.0,39.0,0.0,8.0,252.0,24978.0,24993.0,10.0,1.0,7.7,11.0,4.09,1.6424918E7
Awake,awake (2007),0.0,7.0,56.0,84.0,230.0,1.0,1.0,0.0,4.0,2613.0,79378.0,79471.0,10.0,1.0,6.5,1.0,4.0,1.4377198E7
The Story of Us,story of us  the (1999),0.0,2.0,1.0,95.0,8.0,12.0,12.0,0.0,0.0,16.0,24686.0,24695.0,10.0,1.0,6.0,5.0,2.4,2.7100031E7
Freaky Friday,freaky friday (1977),0.0,51.0,2.0,95.0,591.0,41.0,41.0,1.0,2.0,436.0,13720.0,13746.0,10.0,1.0,6.3,8.0,2.63,1.10230332E8
American Ninja,american ninja (1985),1.0,47.0,36.0,95.0,1935.0,93.0,93.0,0.0,12.0,841.0,16298.0,0.0,0.0,0.0,0.0,2.0,2.5,1.0499694E7
K-9,k-9 (1989),0.0,27.0,1.0,101.0,236.0,27.0,27.0,0.0,5.0,389.0,35024.0,35065.0,10.0,1.0,6.0,1.0,2.0,4.3247647E7
The Adventures of Tintin,adventures of tintin  the (2011),1.0,427.0,4.0,107.0,278.0,93.0,93.0,0.0,12.0,1.0,239746.0,0.0,0.0,0.0,0.0,12.0,3.5,7.7591831E7
Enough Said,enough said (2013),0.0,5.0,11.0,93.0,1674.0,22.0,22.0,1.0,0.0,408.0,65374.0,65430.0,10.0,1.0,7.0,2.0,3.0,1.7550872E7
The Thomas Crown Affair,thomas crown affair  the (1999),1.0,482.0,7.0,113.0,86.0,93.0,93.0,0.0,12.0,107.0,98185.0,0.0,0.0,0.0,0.0,48.0,3.65,6.9305181E7
Stake Land,stake land (2010),0.0,11.0,13.0,98.0,1191.0,17.0,17.0,0.0,7.0,607.0,43740.0,43761.0,10.0,1.0,6.4,1.0,4.0,33245.0
Forces of Nature,forces of nature (1999),0.0,3.0,21.0,105.0,38.0,12.0,12.0,1.0,2.0,571.0,35469.0,35502.0,10.0,1.0,5.5,9.0,2.33,5.288818E7
My Big Fat Greek Wedding 2,my big fat greek wedding 2 (2016),0.0,1.0,1.0,94.0,530.0,20.0,20.0,1.0,2.0,413.0,34411.0,34571.0,10.0,1.0,6.0,1.0,2.0,5.9689605E7
Dawn of the Dead,dawn of the dead (1978),0.0,465.0,1.0,127.0,1239.0,93.0,93.0,0.0,12.0,153.0,126356.0,126525.0,10.0,1.0,7.8,20.0,3.98,5.9020957E7
The Quiet Earth,quiet earth  the (1985),1.0,170.0,179.0,91.0,1109.0,93.0,93.0,0.0,12.0,435.0,27144.0,0.0,0.0,0.0,0.0,2.0,4.25,2123135.0
Tangerines,tangerines (2013),0.0,0.0,20.0,87.0,1781.0,11.0,11.0,0.0,5.0,2356.0,48132.0,48182.0,10.0,1.0,8.1,1.0,4.5,144501.0
The Shallows,the shallows (2016),0.0,7.0,5.0,86.0,1072.0,20.0,20.0,1.0,7.0,134.0,141096.0,141260.0,10.0,1.0,6.3,1.0,2.5,5.5124043E7
