title,studio,genres,numVotes,directors,category,primaryName,title_lc,contentRate,rlYr,type,rlMnth,rnTimeMin,gross,imdbRtCnt,imdbRtBest,imdbRtWorst,imdbRtAvg,slRateCnt,slRateAvg
The Snow Walker,Lions,adventure|drama,11183,nm0001747,actor,Barry Pepper,snow walker  the (2003),pg,2004,movie,3,103,201149,11189,10,1,7.3,1,3.0
Wonder Woman,WB,action|adventure|fantasy,686812,nm0420941,actress,Gal Gadot,wonder woman (2017),pg-13,2017,movie,6,141,412563408,687764,10,1,7.4,13,3.31
Fireworks,Mile.,animation,3694,"nm0793840,nm1913128",actress,Suzu Hirose,fireworks  should we see it from the side or the bottom? (2017),tv-pg,2017,movie,8,90,500000,3698,10,1,5.5,1,2.0
Evelyn,MGM,drama,7016,nm0000915,actor,Pierce Brosnan,evelyn (2002),pg,2002,movie,12,94,1487645,7016,10,1,7.0,1,3.0
The Man with Two Brains,WB,comedy,27445,nm0005348,actor,Steve Martin,man with two brains  the (1983),"","","","",93,10353438,"","","","",10,3.25
Peter's Friends,Gold.,comedy|drama,11933,nm0000110,actor,Hugh Laurie,peter's friends (1992),r,1992,movie,12,101,4058564,11953,10,1,7.0,5,3.6
A Midsummer Night's Dream,FoxS,comedy|fantasy,26592,nm0001355,actor,Kevin Kline,william shakespeare's a midsummer night's dream (1999),pg-13,1999,movie,5,116,16071990,26615,10,1,6.4,11,3.14
J. Edgar,WB,drama,132201,nm0000142,actor,Leonardo DiCaprio,j. edgar (2011),r,2011,movie,11,137,37306030,132312,10,1,6.5,1,2.5
Risk,Neon,documentary,2332,nm0688636,self,Julian Assange,risk (2016),"","","","",86,200219,"","","","",1,4.0
My Giant,Sony,comedy,7109,nm0499724,actor,Billy Crystal,my giant (1998),"","","","",103,8072007,"","","","",1,3.0
The Rage: Carrie 2,MGM,horror,17526,"nm0541677,nm0002240",actress,Emily Bergl,rage: carrie 2  the (1999),"","","","",104,17762705,"","","","",6,1.83
Diner,MGM,comedy|drama,22308,nm0001469,actor,Steve Guttenberg,diner (1982),r,1982,movie,5,110,14099953,22335,10,1,7.1,14,3.75
Bram Stoker's Dracula,Col.,fantasy|horror|romance|thriller,232316,nm0000338,actor,Gary Oldman,dracula (bram stoker's dracula) (1992),r,1992,movie,11,128,82522790,232935,10,1,7.4,29,3.47
Baby Boy,Sony,crime|drama,16018,nm0005436,actress,Alexsandra Wright,baby boy (2001),r,2001,movie,6,130,28734552,16043,10,1,6.4,1,0.5
The Ring Two,DW,drama|horror|mystery|thriller,99742,nm0620378,actress,Naomi Watts,ring two  the (2005),pg-13,2005,movie,3,110,76231249,99826,10,1,5.4,5,2.3
It's a Boy Girl Thing,All.,comedy|romance,42423,nm0403541,actress,Samaire Armstrong,it's a boy girl thing (2006),pg-13,2006,movie,12,95,848,42453,10,1,6.2,2,1.0
Patriot Games,Par.,action|crime|drama|thriller,118242,nm0637518,actor,Harrison Ford,patriot games (1992),r,1992,movie,6,117,83351587,118355,10,1,6.8,31,3.52
Terminal Velocity,BV,action|mystery|thriller,14414,nm0764776,actor,Charlie Sheen,terminal velocity (1994),pg-13,1994,movie,9,102,16487349,14421,10,1,5.5,6,2.75
Gray's Anatomy,N.Arts,comedy|drama,2487,nm0001752,self,Spalding Gray,gray's anatomy (1996),not rated,1997,movie,3,80,29090,2488,10,1,6.8,4,3.63
Heartbreak Ridge,WB,action|war,47016,nm0000142,actor,Clint Eastwood,heartbreak ridge (1986),r,1986,movie,12,130,42724017,47111,10,1,6.8,12,3.75
Crash,Lions,drama|thriller,64805,nm0000343,actor,James Spader,crash (1996),"","","","",100,54580300,"","","","",11,3.09
The End of the Affair,Sony,drama,23638,nm0001403,actor,Ralph Fiennes,end of the affair  the (1999),r,2000,movie,1,102,10827816,23666,10,1,7.0,1,4.0
Capturing the Friedmans,Magn.,documentary,26681,nm1285613,archive_footage,Arnold Friedman,capturing the friedmans (2003),not rated,2003,movie,7,107,3119113,26705,10,1,7.7,7,3.93
The Guilt Trip,Par.,comedy,38282,nm0281945,actress,Barbra Streisand,guilt trip  the (2012),pg-13,2012,movie,12,95,37134215,38305,10,1,5.8,3,2.5
Salvador,Hemd,drama|thriller|war,22697,nm0000231,actor,James Woods,salvador (1986),r,1986,movie,4,122,1500000,22726,10,1,7.4,1,4.5
Mr. Destiny,BV,comedy|fantasy,13044,nm0650561,actor,Jim Belushi,mr. destiny (1990),pg-13,1990,movie,10,116,15379253,13058,10,1,6.4,1,3.0
Happenstance,Lot47,comedy|drama,3942,nm0278705,actress,Audrey Tautou,happenstance (battement d'ailes du papillon  le) (2001),r,2000,movie,6,90,251444,3943,10,1,6.7,1,3.0
Masked and Anonymous,SPC,comedy|drama,4943,nm0153078,actor,Bob Dylan,masked & anonymous (2003),pg-13,2003,movie,8,112,533569,4948,10,1,5.3,1,2.5
The Double,Imag.,action|crime|drama|mystery|thriller,31273,nm0104973,actor,Richard Gere,double  the (2011),"","","","",98,137921,"","","","",1,1.5
Ender's Game,LG/S,action|adventure|sci-fi|imax,250159,nm0004303,actor,Harrison Ford,ender's game (2013),pg-13,2013,movie,11,114,61737191,250366,10,1,6.6,16,3.44
Nights of Cabiria,Lope.,drama,51178,nm0000019,actress,Giulietta Masina,nights of cabiria (notti di cabiria  le) (1957),not rated,1957,movie,10,110,752045,51240,10,1,8.1,7,4.29
Farewell to the King,Orion,action|war,3058,nm0587518,actor,Nick Nolte,farewell to the king (1989),pg-13,1989,movie,3,117,2420917,3061,10,1,6.2,1,3.0
Music from Another Room,MGM,drama|romance,5306,nm0676361,actor,Jude Law,music from another room (1998),pg-13,1998,movie,11,104,118475,5311,10,1,6.3,2,3.0
Our Family Wedding,FoxS,comedy,7400,nm0266622,actress,America Ferrera,our family wedding (2010),pg-13,2010,movie,3,103,20255281,7401,10,1,5.0,1,1.5
Anna Karenina,Focus,drama|romance,5686,nm0113284,actress,Greta Garbo,anna karenina (1935),passed,1935,movie,11,95,12816367,5689,10,1,7.0,2,3.5
Hurlyburly,FL,drama,10363,nm0237292,actor,Sean Penn,hurlyburly (1998),r,1998,movie,12,122,1798862,10371,10,1,5.8,1,4.0
An Everlasting Piece,DW,comedy,1730,nm0001469,actor,Barry McEvoy,everlasting piece  an (2000),"","","","",103,75228,"","","","",1,4.0
Life as We Know It,WB,comedy|romance,137093,nm0075528,actress,Katherine Heigl,life as we know it (2010),pg-13,2010,movie,10,115,53374681,137201,10,1,6.5,6,3.0
Threesome,TriS,comedy|romance,13506,nm0281598,actress,Lara Flynn Boyle,threesome (1994),r,1994,movie,4,93,14815317,13510,10,1,6.3,5,3.4
Requiem for the American Dream,TFC,documentary,9776,"nm3885159,nm1011835,nm1962031",self,Noam Chomsky,requiem for the american dream (2015),not rated,2016,movie,10,73,130152,9785,10,1,8.1,1,2.5
Outfoxed: Rupert Murdoch's War on Journalism,CLS,documentary,6259,nm0339254,self,Douglas Cheek,outfoxed: rupert murdoch's war on journalism (2004),unrated,2004,movie,10,75,461572,6259,10,1,7.5,5,3.3
The Addiction,Oct.,drama|horror,11178,nm0001206,actress,Lili Taylor,addiction  the (1995),not rated,1995,movie,10,82,307308,11205,10,1,6.4,2,1.5
Orgazmo,Oct.,comedy,37665,nm0005295,actor,Trey Parker,orgazmo (1997),"","","","",94,602302,"","","","",13,3.12
Elling,First,comedy|drama,15603,nm0639033,actor,Per Christian Ellefsen,elling (2001),r,2001,movie,3,89,314729,15614,10,1,7.5,2,4.5
Born Yesterday,BV,comedy,12091,nm0002030,actress,Judy Holliday,born yesterday (1950),not rated,"",movie,"",103,17952857,12101,10,1,7.5,7,4.29
Unstrung Heroes,BV,comedy|drama,3244,nm0000473,actress,Andie MacDowell,unstrung heroes (1995),pg,1995,movie,9,93,7929434,3246,10,1,6.7,9,3.17
Planes,BV,adventure|animation|comedy,47734,nm0355806,actor,Carlos Alazraqui,planes (2013),pg,2013,movie,8,91,90288712,47791,10,1,5.7,2,3.0
Stefan Zweig: Farewell to Europe,FRun,drama,2579,nm0775056,actress,Barbara Sukowa,stefan zweig: farewell to europe (2016),"",2017,movie,5,106,78372,2582,10,1,6.7,1,3.0
Citizen Ruth,Mira.,comedy|drama,8773,nm0668247,actress,Laura Dern,citizen ruth (1996),r,1996,movie,12,106,285112,8799,10,1,7.0,4,4.13
The Blair Witch Project,Art.,drama|horror|thriller,278494,"nm0617130,nm0844896",actress,Heather Donahue,blair witch project  the (1999),r,1999,movie,7,81,140539099,279171,10,1,6.5,64,2.8
Airplane!,Par.,comedy,254137,"nm0000720,nm0001878,nm0958387",actor,Robert Hays,airplane! (1980),"","","","",88,83453539,"","","","",87,3.86
The Hunchback of Notre Dame,BV,animation|children|drama|musical|romance,167663,"nm0873779,nm0936374",actress,Demi Moore,hunchback of notre dame  the (1996),g,1996,movie,6,91,100138851,167978,10,1,7.0,47,3.33
Warriors of Heaven and Earth,SPC,action|adventure|drama,4414,nm0372092,actor,Wen Jiang,warriors of heaven and earth (tian di ying xiong) (2003),r,2003,movie,9,120,82936,4416,10,1,6.3,2,3.25
Conquest of the Planet of the Apes,Fox,action|sci-fi,34780,nm0496746,actor,Roddy McDowall,conquest of the planet of the apes (1972),pg,1972,movie,6,88,9043472,34838,10,1,6.1,12,2.79
Sky High,BV,action|horror|thriller,1485,nm0457565,actress,Yumiko Shaku,sky high (2003),r,2002,movie,11,122,63946815,1485,10,1,6.1,1,2.0
The Revolution Will Not Be Televised,Vita.,documentary,2605,"nm1378741,nm1364168",self,Hugo Chávez,revolution will not be televised  the (a.k.a. chavez: inside the coup) (2003),unrated,2003,movie,9,74,153859,2606,10,1,8.3,1,4.0
Macbeth,Truly,drama,58798,nm0997291,actor,Michael Fassbender,macbeth (2015),"","","","",113,9613,"","","","",1,2.5
The Talented Mr. Ripley,Par.,drama|mystery|thriller,225694,nm0005237,actor,Matt Damon,talented mr. ripley  the (1999),r,1999,movie,12,139,81298265,226446,10,1,7.4,49,3.34
Notes on a Scandal,FoxS,drama,82864,nm0264236,actress,Cate Blanchett,notes on a scandal (2006),r,2007,movie,1,92,17510118,82963,10,1,7.4,4,3.75
The Last Airbender,Par.,action|adventure|fantasy,169346,nm0796117,actor,Noah Ringer,last airbender  the (2010),pg,2010,movie,7,103,131772187,169535,10,1,4.0,6,1.92
Prizzi's Honor,Fox,comedy|drama|romance,25821,nm0001379,actor,Jack Nicholson,prizzi's honor (1985),r,1985,movie,6,130,26657534,25842,10,1,6.7,9,3.78
Celtic Pride,BV,comedy,10444,nm0213726,actor,Damon Wayans,celtic pride (1996),pg-13,1996,movie,4,91,9255027,10454,10,1,5.3,8,2.56
Manufactured Landscapes,Zeit.,documentary,3025,nm0047028,self,Edward Burtynsky,manufactured landscapes (2006),unrated,2007,movie,6,86,240239,3025,10,1,7.2,2,3.75
Margin Call,RAtt.,drama|thriller,140586,nm1170855,actor,Zachary Quinto,margin call (2011),r,2011,movie,9,107,5354039,140765,10,1,7.1,7,3.79
The Hand That Rocks the Cradle,BV,drama|thriller,47826,nm0000436,actress,Annabella Sciorra,hand that rocks the cradle  the (1992),r,1992,movie,1,110,88036683,47901,10,1,6.7,9,3.11
The Fighter,Par.,drama,382907,nm0751102,actor,Mark Wahlberg,fighter  the (2010),"","","","",116,93617009,"","","","",23,3.76
"Silent Night, Deadly Night",TriS,horror|thriller,17755,nm0783398,actress,Lilyan Chauvin,silent night  deadly night (1984),r,1984,movie,11,79,2491460,17800,10,1,5.8,1,3.5
Hardware,Mira.,action|horror|sci-fi,16158,nm0822582,actor,Dylan McDermott,hardware (1990),r,1990,movie,9,94,5728953,16174,10,1,5.9,1,1.5
Dying Young,Fox,drama|romance,16980,nm0001708,actress,Julia Roberts,dying young (1991),r,1991,movie,6,111,33669178,16990,10,1,6.0,4,3.75
The Hills Have Eyes,FoxS,horror,38299,nm0000127,actress,Susan Lanier,hills have eyes  the (1977),r,1977,movie,7,90,41778863,38378,10,1,6.3,2,3.5
SubUrbia,SPC,comedy|drama,10274,nm0000500,actor,Giovanni Ribisi,suburbia (1997),r,1997,movie,7,121,656747,10287,10,1,6.7,6,3.75
The First Wives Club,Par.,comedy,52840,nm0933505,actress,Goldie Hawn,first wives club  the (1996),pg,1996,movie,9,103,105489203,52931,10,1,6.4,21,3.07
My Life in Ruins,FoxS,comedy,20651,nm0677953,actress,Nia Vardalos,my life in ruins (2009),pg-13,2009,movie,6,98,8665206,20673,10,1,5.9,1,2.0
Run,BV,action|drama|thriller,3057,nm0123236,actor,Patrick Dempsey,run (1991),r,1991,movie,2,91,4409328,3064,10,1,6.2,1,3.5
The Return,Rog.,drama,46871,nm1168657,actor,Vladimir Garin,return  the (vozvrashcheniye) (2003),not rated,2003,movie,6,110,7749851,46921,10,1,7.9,3,4.33
Man on a Ledge,LG/S,crime|thriller,157100,nm1300606,actor,Sam Worthington,man on a ledge (2012),pg-13,2012,movie,1,102,18620000,157230,10,1,6.6,3,3.17
20 Feet from Stardom,RTWC,documentary,13812,nm1365879,self,Darlene Love,20 feet from stardom (twenty feet from stardom) (2013),pg-13,2013,movie,7,91,4946445,13824,10,1,7.4,2,4.25
The Name of the Rose,Fox,crime|drama|mystery|thriller,114209,nm0000269,actor,Sean Connery,name of the rose  the (name der rose  der) (1986),r,1986,movie,9,130,7153487,114444,10,1,7.7,18,3.75
First Blood,Orion,action|adventure|drama|thriller,268374,nm0467646,actor,Sylvester Stallone,first blood (rambo: first blood) (1982),"","","","",93,47212904,"","","","",30,3.55
Romeo Is Bleeding,Gram.,crime|thriller,14840,nm0575389,actor,Gary Oldman,romeo is bleeding (1993),r,1994,movie,2,110,3275585,14859,10,1,6.6,3,3.17
Mighty Joe Young,BV,action|adventure|drama|fantasy|thriller,30321,nm0881038,actor,Bill Paxton,mighty joe young (1998),"","","","",114,50632037,"","","","",5,2.8
Deuces Wild,MGM,drama,7741,nm0436284,actor,Stephen Dorff,deuces wild (2002),"","","","",96,6080065,"","","","",2,2.5
Time Out,Think,drama,4928,nm0134559,actor,Aurélien Recoing,time out (l'emploi du temps) (2001),"","","","",134,448542,"","","","",1,3.0
Argo,WB,drama|thriller,631183,nm0000255,actor,Ben Affleck,argo (2012),r,2012,movie,10,120,136025503,631635,10,1,7.7,28,3.98
Casablanca,WB,drama|romance,594379,nm0002031,actor,Humphrey Bogart,casablanca (1942),pg,1943,movie,1,102,4108411,595064,10,1,8.5,100,4.24
The Boss Baby,Fox,animation|children|comedy,137102,nm0569891,actor,Alec Baldwin,the boss baby (2017),"","","","",97,175003033,"","","","",5,3.8
Suicide Squad,WB,action|crime|sci-fi,710401,nm0043742,actor,Will Smith,suicide squad (2016),pg-13,2016,movie,8,123,325100054,711150,10,1,5.9,12,2.92
Hard Promises,Col.,comedy|romance,681,nm0203429,actress,Sissy Spacek,hard promises (1991),pg,1992,movie,1,95,306319,681,10,1,5.5,1,2.0
Brainstorm,MGM,drama,6165,nm1738698,actor,Rodrigo Santoro,brainstorm (2001),"",2001,movie,6,74,10219460,6177,10,1,7.7,1,2.5
The Perks of Being a Wallflower,LG/S,drama|romance,536927,nm0154716,actor,Logan Lerman,perks of being a wallflower  the (2012),pg-13,2012,movie,10,103,17742948,537506,10,1,7.9,20,3.83
Money Train,Sony,action|comedy|crime|drama|thriller,42530,nm0747849,actor,Wesley Snipes,money train (1995),r,1995,movie,11,110,35431113,42554,10,1,5.7,15,2.5
Saved!,UA,comedy|drama,48309,nm0200380,actress,Jena Malone,saved! (2004),pg-13,2004,movie,6,92,8940582,48371,10,1,6.7,14,3.89
Flyboys,MGM,action|adventure|drama|war,43912,nm0082300,actor,James Franco,flyboys (2006),pg-13,2006,movie,9,140,13090630,43941,10,1,6.5,1,2.0
Brubaker,Fox,crime|drama,19061,nm0742341,actor,Robert Redford,brubaker (1980),r,1980,movie,6,131,37121708,19090,10,1,7.1,1,4.0
Schindler's List,Uni.,drama|war,1414973,nm0000229,actor,Liam Neeson,schindler's list (1993),"","","","",195,96898818,"","","","",220,4.23
Lord of Illusions,MGM,horror,18889,nm0000850,actor,Scott Bakula,lord of illusions (1995),r,1995,movie,8,109,13294422,18921,10,1,6.0,8,2.75
Tank Girl,MGM,action|comedy|sci-fi,33919,nm0003080,actress,Lori Petty,tank girl (1995),r,1995,movie,3,104,4064495,33970,10,1,5.4,34,2.82
Dreamcatcher,WB,drama|horror|sci-fi|thriller,95397,nm0001410,actor,Morgan Freeman,dreamcatcher (2003),r,2003,movie,3,136,33715436,95467,10,1,5.5,7,2.64
Carol,Wein.,drama|romance,138270,nm0001331,actress,Cate Blanchett,carol (2015),"","","","",118,12711491,"","","","",1,4.0
V/H/S/2,Magn.,horror|thriller,43012,"nm3464186,nm1440023,nm2639032,nm2153088,nm1417392,nm0354918,nm0844896",actor,Lawrence Michael Levine,v/h/s/2 (2013),r,2013,movie,6,96,21833,43094,10,1,6.0,1,4.5
The Jerky Boys,BV,comedy,2752,nm0577849,actor,John G. Brennan,jerky boys  the (1995),"","","","",82,7557877,"","","","",7,2.07
Eat Drink Man Woman,Gold.,comedy|drama|romance,22653,nm0000487,actor,Sihung Lung,eat drink man woman (yin shi nan nu) (1994),not rated,1994,movie,8,124,7294403,22682,10,1,7.8,14,3.89
Chain Reaction,Fox,action|adventure|thriller,55197,nm0001112,actor,Keanu Reeves,chain reaction (1996),pg-13,1996,movie,8,107,21226204,55256,10,1,5.6,17,2.88
Battlefield Earth,WB,action|sci-fi,82333,nm0002337,actor,John Travolta,battlefield earth (2000),pg-13,2000,movie,5,117,21471685,82371,10,1,2.5,19,1.66
Of Mice and Men,MGM,drama,6615,nm0587277,actor,Lon Chaney Jr.,of mice and men (1939),"","","","",106,5471088,"","","","",6,3.5
Finding Forrester,Sony,drama,88497,nm0001814,actor,Sean Connery,finding forrester (2000),pg-13,2001,movie,1,136,51804714,88538,10,1,7.3,28,3.71
Elektra,Fox,action|adventure|crime|drama,96358,nm0101385,actress,Jennifer Garner,elektra (2005),"","","","",97,24409722,"","","","",10,2.05
The Last Song,BV,drama|romance,91272,nm1455688,actress,Miley Cyrus,last song  the (2010),pg,2010,movie,3,108,62950384,91347,10,1,6.0,1,3.5
Problem Child 2,Uni.,comedy,23347,nm0505152,actor,John Ritter,problem child 2 (1991),"","","","",90,25104700,"","","","",8,1.31
I'll Be Home for Christmas,BV,comedy|romance,11338,nm0762541,actor,Jonathan Taylor Thomas,i'll be home for christmas (1998),pg,1998,movie,11,86,12214338,11355,10,1,5.5,1,1.5
The Secret in Their Eyes,SPC,crime|drama|mystery|romance|thriller,218177,nm0002728,actor,Ricardo Darín,secret in their eyes  the (el secreto de sus ojos) (2009),r,2010,movie,5,129,6391436,218462,10,1,8.2,7,3.86
White Dog,Par.,drama|horror|thriller,10578,nm0002087,actress,Kristy McNichol,white dog (1982),pg,1982,movie,7,90,46509,10597,10,1,7.0,3,2.83
Welcome to Mooseport,Fox,comedy,13320,nm0677953,actor,Gene Hackman,welcome to mooseport (2004),pg-13,2004,movie,2,110,14470947,13326,10,1,5.3,4,3.25
Female Perversions,Oct.,drama,2607,nm0834201,actress,Tilda Swinton,female perversions (1996),"","","","",120,926954,"","","","",2,2.5
Frequency,NL,drama|thriller,113762,nm0387706,actor,Dennis Quaid,frequency (2000),pg-13,2000,movie,4,118,45010278,113884,10,1,7.4,36,3.42
The One I Love,RTWC,comedy|drama|romance,42370,nm1660595,actor,Mark Duplass,one i love  the (2014),r,2014,movie,8,91,513447,42435,10,1,7.0,1,5.0
Sing,Uni.,animation|children|comedy,184544,"nm1134029,nm2888554",actor,Matthew McConaughey,sing (2016),pg,2016,movie,12,108,270395425,185032,10,1,7.1,4,3.75
The Death of Stalin,IFC,comedy,110136,nm0406334,actor,Steve Buscemi,the death of stalin (2017),r,2018,movie,3,107,8047856,110335,10,1,7.2,1,4.0
Tango,SPC,drama|musical,3037,nm0767022,actor,Miguel Ángel Solá,tango (1998),pg-13,1999,movie,2,115,1897948,3040,10,1,7.0,1,1.0
Thirteen,FoxS,drama,95261,nm0362566,actress,Evan Rachel Wood,thirteen (2003),r,2003,movie,9,100,4601043,95445,10,1,6.8,9,3.61
Ishtar,Col.,comedy,11643,nm0561938,actor,Warren Beatty,ishtar (1987),pg-13,1987,movie,5,107,14375181,11658,10,1,4.6,1,2.0
Dragon Blade,LGP,action|adventure|drama,20928,nm0496752,actor,Jackie Chan,dragon blade (2015),r,2015,movie,9,127,74068,20951,10,1,5.9,1,2.0
Great Expectations,Fox,drama,25813,nm0000180,actor,John Mills,great expectations (1946),"","","","",118,26420672,"","","","",1,3.5
One Fine Day,Fox,drama|romance,47899,nm0001355,actress,Michelle Pfeiffer,one fine day (1996),pg,1996,movie,12,108,46151454,47944,10,1,6.5,10,3.0
Blade Runner 2049,WB,sci-fi,629772,nm0898288,actor,Harrison Ford,blade runner 2049 (2017),r,2017,movie,10,164,92054159,631619,10,1,8.0,18,3.81
Before Night Falls,FL,drama,26108,nm0773603,actor,Javier Bardem,before night falls (2000),r,2001,movie,2,133,4242892,26128,10,1,7.1,5,4.3
Gone with the Wind,MGM,drama|romance|war,327855,"nm0281808,nm0002030,nm0939992",actor,Clark Gable,gone with the wind (1939),passed,1940,movie,1,238,200852579,328246,10,1,8.2,45,3.64
Beverly Hills Ninja,Sony,action|comedy,43233,nm0240797,actor,Chris Farley,beverly hills ninja (1997),pg-13,1997,movie,1,88,31480418,43272,10,1,5.5,16,2.47
Watchmen,WB,action|drama|mystery|sci-fi|thriller|imax,571757,nm0811583,actor,Jackie Earle Haley,watchmen (2009),r,2009,movie,3,162,107509799,572356,10,1,7.6,43,3.99
Burn After Reading,Focus,comedy|crime|drama,346434,"nm0001053,nm0001054",actor,Brad Pitt,burn after reading (2008),r,2008,movie,9,96,60355347,346851,10,1,7.0,39,3.49
Trance,FoxS,crime|thriller,116786,nm0000965,actor,James McAvoy,trance (2013),r,2013,movie,3,101,2328743,116845,10,1,6.9,2,3.75
The Good Mother,BV,drama,1762,nm0000559,actress,Diane Keaton,good mother  the (1988),r,1988,movie,11,104,4764606,1763,10,1,5.7,1,4.0
Airheads,Fox,comedy,54831,nm0499724,actor,Brendan Fraser,airheads (1994),"","","","",92,5751882,"","","","",26,2.79
Trail of the Pink Panther,MGM,comedy|crime,10963,nm0001175,archive_footage,Peter Sellers,trail of the pink panther (1982),pg,1982,movie,12,96,9056073,10983,10,1,4.8,2,3.0
Jagged Edge,Col.,crime|romance|thriller,16334,nm0549658,actor,Jeff Bridges,jagged edge (1985),r,1985,movie,10,108,40491165,16369,10,1,6.5,7,3.57
Fools Rush In,Sony,comedy|drama|romance,38145,nm0855035,actor,Matthew Perry,fools rush in (1997),pg-13,1997,movie,2,109,29481428,38666,10,1,6.1,12,3.08
Phantasm II,Uni.,action|fantasy|horror|sci-fi|thriller,16443,nm0181741,actor,James Le Gros,phantasm ii (1988),r,1988,movie,7,97,7282851,16472,10,1,6.4,3,2.5
Autumn Tale,Oct.,romance,6022,nm0006445,actress,Marie Rivière,autumn tale  an (conte d'automne) (1998),pg,1998,movie,9,112,2205339,6037,10,1,7.4,3,4.0
Ant-Man,BV,action|adventure|sci-fi,706803,nm0715636,actor,Paul Rudd,ant-man (2015),pg-13,2015,movie,7,117,180202163,707895,10,1,7.3,27,3.72
Going the Distance,WB (NL),comedy|romance,59636,nm0123379,actress,Drew Barrymore,going the distance (2010),r,2010,movie,9,103,17804299,59652,10,1,6.3,3,3.17
JFK,WB,drama|mystery|thriller,165991,nm0000231,actor,Kevin Costner,jfk (1991),r,1991,movie,12,189,70405498,166261,10,1,8.0,31,3.5
The Hot Chick,BV,comedy,100633,nm0103744,actor,Rob Schneider,hot chick  the (2002),pg-13,2002,movie,12,104,35081594,100791,10,1,5.5,6,2.83
52 Pick-Up,Can.,action|mystery|thriller,6722,nm0001239,actor,Roy Scheider,52 pick-up (1986),r,1986,movie,11,110,5186646,6742,10,1,6.4,3,3.67
The Spitfire Grill,Sony,drama,7148,nm0957453,actress,Alison Elliott,spitfire grill  the (1996),"","","","",117,12658486,"","","","",7,3.29
Dead Snow 2: Red vs. Dead,WGUSA,action|comedy|horror,26191,nm2482088,actor,Geir Vegar Hoel,dead snow 2: red vs. dead (2014),r,2014,movie,10,100,37473,26214,10,1,6.8,2,4.0
Frida,Mira.,drama|romance,93857,nm0853380,actress,Salma Hayek,frida (2002),"","","","",123,25885000,"","","","",16,3.78
Toy Story 3,BV,adventure|animation|children|comedy|fantasy|imax,873759,nm0881279,actor,Tom Hanks,toy story 3 (2010),g,2010,movie,6,103,415004880,874970,10,1,8.3,55,4.11
The Heartbreak Kid,P/DW,comedy|drama|romance,95421,"nm0125803,nm0268380",actor,Ben Stiller,heartbreak kid  the (2007),r,2007,movie,10,116,36787257,95505,10,1,5.8,8,2.5
Inland Empire,518,drama|mystery|thriller,60747,nm0000186,actress,Karolina Gruszka,inland empire (2006),"","","","",180,861355,"","","","",6,3.67
Mallrats,Gram.,comedy|romance,127207,nm0003620,actress,Shannen Doherty,mallrats (1995),r,1995,movie,10,94,2122561,127305,10,1,7.0,36,3.4
Brokeback Mountain,Focus,drama|romance,374107,nm0000487,actor,Jake Gyllenhaal,brokeback mountain (2005),r,2006,movie,1,134,83043761,374545,10,1,7.7,34,3.56
Deadly Friend,WB,horror,8531,nm0000127,actor,Matthew Labyorteaux,deadly friend (1986),r,1986,movie,10,91,8988731,8549,10,1,5.5,3,1.5
Fallen Angels,Kino,drama|romance,47497,nm0939182,actor,Leon Lai,fallen angels (duo luo tian shi) (1995),not rated,1998,movie,1,99,163145,47701,10,1,7.6,1,2.0
Christopher Columbus: The Discovery,WB,adventure,3162,nm0322515,actor,Marlon Brando,christopher columbus: the discovery (1992),pg-13,1992,movie,8,120,8251071,3164,10,1,4.4,1,2.0
The Quick and the Dead,Sony,action|thriller|western,100278,nm0000600,actress,Sharon Stone,quick and the dead  the (1995),r,1995,movie,2,108,18636537,100484,10,1,6.5,32,2.95
Krippendorf's Tribe,BV,comedy,6283,nm0390844,actor,Richard Dreyfuss,krippendorf's tribe (1998),pg-13,1998,movie,2,94,7571115,6288,10,1,5.1,7,2.57
Final Destination 3,NL,horror|mystery|thriller,150764,nm0939128,actress,Mary Elizabeth Winstead,final destination 3 (2006),r,2006,movie,2,93,54098051,151024,10,1,5.8,9,2.83
Margaret,FoxS,drama,18044,nm0518836,actress,Anna Paquin,margaret (2011),"","","","",150,46495,"","","","",1,3.0
Priceless,Gold.,comedy|romance,32939,nm0759270,actress,Audrey Tautou,priceless (hors de prix) (2006),pg-13,2008,movie,4,106,2165188,32954,10,1,7.0,2,4.25
Steamboy,Triu,action|animation|drama|sci-fi,18442,nm0960028,actress,Anna Paquin,steamboy (suchîmubôi) (2004),pg-13,2005,movie,3,126,468867,18456,10,1,6.8,2,3.0
Tom and Huck,BV,adventure|children,11442,nm0382072,actor,Jonathan Taylor Thomas,tom and huck (1995),pg,1995,movie,12,97,23920048,11450,10,1,5.5,8,2.88
Grass,Una.,documentary,3615,nm0542951,actor,Woody Harrelson,grass (1999),"","","","",80,313039,"","","","",3,3.17
Talk to Her,SPC,drama|romance,116185,nm0000264,actress,Rosario Flores,talk to her (hable con ella) (2002),r,2003,movie,2,112,9285469,116279,10,1,7.9,14,4.04
Exorcist: The Beginning,WB,horror|thriller,39068,nm0001317,actor,Stellan Skarsgård,exorcist: the beginning (2004),r,2004,movie,8,114,41821986,39157,10,1,5.1,3,2.5
Monsters University,BV,adventure|animation|comedy,380138,nm0768959,actor,Billy Crystal,monsters university (2013),g,2013,movie,6,104,268492764,380821,10,1,7.2,16,3.88
Beyond the Clouds,Sce.,drama|romance,6136,"nm0000774,nm0000694",actress,Fanny Ardant,beyond the clouds (al di là delle nuvole) (1996),not rated,1995,movie,10,110,31738,6138,10,1,6.4,1,3.0
